Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7004","April","LCU","162","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7005","May","LCU","159","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7006","June","LCU","153","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7007","July","LCU","165","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7008","August","LCU","200","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7009","September","LCU","213","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7010","October","LCU","216","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7011","November","LCU","224","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2010","2010","7012","December","LCU","237","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7001","January","LCU","1340","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7002","February","LCU","1433","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7003","March","LCU","1433","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7004","April","LCU","1470","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7005","May","LCU","1468","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7006","June","LCU","1510","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7007","July","LCU","1510","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7008","August","LCU","1702","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7009","September","LCU","1647","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7010","October","LCU","1722","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7011","November","LCU","1790","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2010","2010","7012","December","LCU","1784","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7001","January","LCU","661","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7001","January","LCU","177","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7002","February","LCU","181","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7003","March","LCU","197","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7004","April","LCU","203","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7005","May","LCU","191","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7006","June","LCU","214","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7007","July","LCU","233","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7008","August","LCU","242","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7009","September","LCU","250","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7010","October","LCU","253","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7011","November","LCU","250","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2011","2011","7012","December","LCU","251","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2011","2011","7001","January","LCU","567","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","358","Cabbages and other brassicas","2011","2011","7001","January","LCU","919","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","426","Carrots and turnips","2011","2011","7001","January","LCU","838","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","191","Chick peas","2011","2011","7001","January","LCU","675","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","397","Cucumbers and gherkins","2011","2011","7001","January","LCU","591","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","2011","2011","7001","January","LCU","1200.6","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","507","Grapefruit (inc. pomelos)","2011","2011","7001","January","LCU","196","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7001","January","LCU","507","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7002","February","LCU","518","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7003","March","LCU","516","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7004","April","LCU","509","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7005","May","LCU","503","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7006","June","LCU","514","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7007","July","LCU","527","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7008","August","LCU","511","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7009","September","LCU","511","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7010","October","LCU","624","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7011","November","LCU","730","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2011","2011","7012","December","LCU","679","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2011","2011","7001","January","LCU","263","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2011","2011","7001","January","LCU","608","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7001","January","LCU","543","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7002","February","LCU","602","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7003","March","LCU","539","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7004","April","LCU","531","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7005","May","LCU","559","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7006","June","LCU","606","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7007","July","LCU","606","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7008","August","LCU","563","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7009","September","LCU","531","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7010","October","LCU","547","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7011","November","LCU","551","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2011","2011","7012","December","LCU","535","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7001","January","LCU","194","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7002","February","LCU","222","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7003","March","LCU","218","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7004","April","LCU","250","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7005","May","LCU","249","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7006","June","LCU","251","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7007","July","LCU","249","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7008","August","LCU","271","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7009","September","LCU","251","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7010","October","LCU","225","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7011","November","LCU","230","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2011","2011","7012","December","LCU","231","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2011","2011","7001","January","LCU","1371","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7001","January","LCU","355","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7002","February","LCU","348","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7003","March","LCU","326","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7004","April","LCU","322","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7005","May","LCU","331","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7006","June","LCU","340","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7007","July","LCU","351","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7008","August","LCU","368","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7009","September","LCU","390","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7010","October","LCU","408","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7011","November","LCU","395","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","882","Milk, whole fresh cow","2011","2011","7012","December","LCU","368","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7001","January","LCU","355","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7002","February","LCU","348","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7003","March","LCU","326","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7004","April","LCU","322","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7005","May","LCU","331","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7006","June","LCU","340","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7007","July","LCU","351","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7008","August","LCU","368","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7009","September","LCU","390","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7010","October","LCU","408","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7011","November","LCU","395","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","1020","Milk, whole fresh goat","2011","2011","7012","December","LCU","368","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7001","January","LCU","216","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7002","February","LCU","225","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7003","March","LCU","226","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7004","April","LCU","244","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7005","May","LCU","245","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7006","June","LCU","236","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7007","July","LCU","231","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7008","August","LCU","220","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7009","September","LCU","253","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7010","October","LCU","254","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7011","November","LCU","233","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","75","Oats","2011","2011","7012","December","LCU","246","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","403","Onions, dry","2011","2011","7001","January","LCU","273","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","490","Oranges","2011","2011","7001","January","LCU","168","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","521","Pears","2011","2011","7001","January","LCU","704","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","187","Peas, dry","2011","2011","7001","January","LCU","220","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7001","January","LCU","200.2","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7002","February","LCU","204.1","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7003","March","LCU","236.8","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7004","April","LCU","246.3","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7005","May","LCU","246.3","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7006","June","LCU","255.5","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7007","July","LCU","312.8","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7008","August","LCU","230.8","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7009","September","LCU","183","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7010","October","LCU","161.6","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7011","November","LCU","188.3","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","116","Potatoes","2011","2011","7012","December","LCU","200.2","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7001","January","LCU","309","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7002","February","LCU","295","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7003","March","LCU","287","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7004","April","LCU","289","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7005","May","LCU","280","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7006","June","LCU","267","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7007","July","LCU","284","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7008","August","LCU","300","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7009","September","LCU","317","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7010","October","LCU","320","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7011","November","LCU","320","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","27","Rice, paddy","2011","2011","7012","December","LCU","313","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7001","January","LCU","209","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7002","February","LCU","240","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7003","March","LCU","234","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7004","April","LCU","258","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7005","May","LCU","256","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7006","June","LCU","231","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7007","July","LCU","229","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7008","August","LCU","236","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7009","September","LCU","231","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7010","October","LCU","236","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7011","November","LCU","236","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","83","Sorghum","2011","2011","7012","December","LCU","231","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","236","Soybeans","2011","2011","7001","January","LCU","426","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","544","Strawberries","2011","2011","7001","January","LCU","4938","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","267","Sunflower seed","2011","2011","7001","January","LCU","483","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","2011","2011","7001","January","LCU","482","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","388","Tomatoes","2011","2011","7001","January","LCU","1144","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7001","January","LCU","246","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7002","February","LCU","273","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7003","March","LCU","277","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7004","April","LCU","294","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7005","May","LCU","300","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7006","June","LCU","272","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7007","July","LCU","261","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7008","August","LCU","279","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7009","September","LCU","277","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7010","October","LCU","267","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7011","November","LCU","268","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","15","Wheat","2011","2011","7012","December","LCU","265","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","987","Wool, greasy","2011","2011","7001","January","LCU","1812","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7001","January","LCU","705","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7002","February","LCU","675","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7003","March","LCU","732","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7004","April","LCU","661","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7005","May","LCU","661","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7006","June","LCU","847","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7007","July","LCU","924","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7008","August","LCU","1166","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7009","September","LCU","1358","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7010","October","LCU","1179","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7011","November","LCU","1056","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7012","December","LCU","1045","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7001","January","LCU","250","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7002","February","LCU","248","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7003","March","LCU","245","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7004","April","LCU","261","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7005","May","LCU","263","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7006","June","LCU","254","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7007","July","LCU","287","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7008","August","LCU","300","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7009","September","LCU","295","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7010","October","LCU","298","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7011","November","LCU","298","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","44","Barley","2012","2012","7012","December","LCU","296","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2012","2012","7001","January","LCU","928","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2012","2012","7002","February","LCU","1030","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2012","2012","7003","March","LCU","1038","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2012","2012","7004","April","LCU","1034","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2012","2012","7005","May","LCU","955","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","176","Beans, dry","2012","2012","7006","June","LCU","974","","Official data"
